Job_Description,JobType
"Studio/1BR for rent in Addison. Great location, $800/mo. 24-hr security, covered parking. Available immediately.",Rent – Apartment
Apartment available for occupancy in Uptown Dallas. Includes swimming pool and covered parking. 12-month lease options available.,Rent – Apartment
"2 bedroom apartment for rent in Deep Ellum. $1,650/month. gated community and pet friendly included. Available 1st of next month.",Rent – Apartment
"Furnished 2-bedroom apartment for rent. Uptown Dallas area. $1,650/month, utilities included. stainless steel appliances.",Rent – Apartment
Ground-floor apartment with covered parking and swimming pool. Suitable for families and available 30 days notice.,Rent – Apartment
Apartment available for occupancy in Addison. Includes covered parking and dishwasher. 12-month lease options available.,Rent – Apartment
"For rent: 3 bed apartment, $1,250/month. Oak Cliff location. updated kitchen and gym access. Lease term: 6-month.",Rent – Apartment
"1BD/1BA unit in Lewisville complex. $1,250/mo. Amenities: swimming pool, dishwasher. Renters insurance required.",Rent – Apartment
1 bedroom apartment for rent in Lewisville. $950/month. covered parking and swimming pool included. Available immediately.,Rent – Apartment
"Furnished 3-bedroom apartment for rent. Denton area. $950/month, utilities included. gym access.",Rent – Apartment
"Furnished Studio-bedroom apartment for rent. Uptown Dallas area. $950/month, utilities included. balcony.",Rent – Apartment
"For rent: Studio bed apartment, $1,400/month. Deep Ellum location. gated community and central A/C. Lease term: month-to-month.",Rent – Apartment
"3-bedroom apartment available in Richardson. $1,100/month includes not included. swimming pool. No pets policy.",Rent – Apartment
"2 bedroom apartment for rent in Uptown Dallas. $1,900/month. hardwood floors and 24-hr security included. Available in 2 weeks.",Rent – Apartment
Spacious 3BR/1BA apartment in Uptown Dallas. Rent: $950/mo. hardwood floors. Utilities water and trash. Call for a tour.,Rent – Apartment
"Furnished 2-bedroom apartment for rent. Irving area. $1,650/month, utilities included. swimming pool.",Rent – Apartment
"Spacious 2BR/2BA apartment in Deep Ellum. Rent: $1,400/mo. gym access. Utilities water only. Call for a tour.",Rent – Apartment
"Spacious 1BR/1BA apartment in Irving. Rent: $1,400/mo. stainless steel appliances. Utilities water only. Call for a tour.",Rent – Apartment
Apartment available for occupancy in Garland. Includes balcony and swimming pool. 6-month lease options available.,Rent – Apartment
"Studio/1BR for rent in Oak Cliff. Great location, $1,900/mo. walk-in closet, 24-hr security. Available immediately.",Rent – Apartment
"Furnished 3-bedroom apartment for rent. Deep Ellum area. $1,400/month, utilities included. updated kitchen.",Rent – Apartment
"For rent: 1 bed apartment, $1,100/month. Irving location. on-site laundry and pet friendly. Lease term: 6-month.",Rent – Apartment
"2BD/1BA unit in Addison complex. $1,250/mo. Amenities: 24-hr security, balcony. Renters insurance required.",Rent – Apartment
1-bedroom apartment available in Deep Ellum. hardwood floors and updated kitchen. Available 1st of next month.,Rent – Apartment
Ground-floor apartment with on-site laundry and gym access. Suitable for families and available 30 days notice.,Rent – Apartment
"For rent: Studio bed apartment, $1,900/month. Garland location. stainless steel appliances and on-site laundry. Lease term: 6-month.",Rent – Apartment
"For rent: 3 bed apartment, $1,900/month. Addison location. dishwasher and stainless steel appliances. Lease term: 12-month.",Rent – Apartment
"Spacious 1BR/2BA apartment in Uptown Dallas. Rent: $1,650/mo. 24-hr security. Utilities not included. Call for a tour.",Rent – Apartment
Ground-floor apartment with on-site laundry and gated community. Suitable for families and available 1st of next month.,Rent – Apartment
"Nice 1BR apartment in Uptown Dallas. $1,400. Features: swimming pool, on-site laundry. 12-month lease, deposit required.",Rent – Apartment
"2BD/2BA unit in Irving complex. $1,650/mo. Amenities: 24-hr security, swimming pool. Renters insurance required.",Rent – Apartment
"Studio/1BR for rent in Lewisville. Great location, $1,900/mo. on-site laundry, swimming pool. Available immediately.",Rent – Apartment
"3 bedroom apartment for rent in Denton. $1,650/month. balcony and dishwasher included. Available in 2 weeks.",Rent – Apartment
Ground-floor apartment with gym access and balcony. Suitable for families and available 1st of next month.,Rent – Apartment
"Furnished 1-bedroom apartment for rent. Oak Cliff area. $1,900/month, utilities included. central A/C.",Rent – Apartment
"3BD/2BA unit in Oak Cliff complex. $800/mo. Amenities: pet friendly, gated community. Renters insurance required.",Rent – Apartment
"Studio-bedroom apartment available in Garland. $1,400/month includes water only. covered parking. No pets policy.",Rent – Apartment
"Studio/1BR for rent in Addison. Great location, $1,400/mo. swimming pool, hardwood floors. Available immediately.",Rent – Apartment
Studio-bedroom apartment available in Richardson. gym access and gated community. Available 30 days notice.,Rent – Apartment
"Studio bedroom apartment for rent in Uptown Dallas. $1,100/month. in-unit washer/dryer and pet friendly included. Available 1st of next month.",Rent – Apartment
"Nice 2BR apartment in Deep Ellum. $1,100. Features: walk-in closet, balcony. month-to-month lease, deposit required.",Rent – Apartment
1-bedroom apartment available in Lewisville. walk-in closet and stainless steel appliances. Available immediately.,Rent – Apartment
"Studio/1BR for rent in Deep Ellum. Great location, $1,650/mo. swimming pool, stainless steel appliances. Available immediately.",Rent – Apartment
Loft-style apartment available in Oak Cliff with 24-hr security and swimming pool.,Rent – Apartment
"3 bedroom apartment for rent in Addison. $1,400/month. stainless steel appliances and 24-hr security included. Available 30 days notice.",Rent – Apartment
"Spacious 1BR/2BA apartment in Denton. Rent: $1,900/mo. walk-in closet. Utilities water and trash. Call for a tour.",Rent – Apartment
"2BD/1BA unit in Deep Ellum complex. $1,100/mo. Amenities: pet friendly, swimming pool. Renters insurance required.",Rent – Apartment
"Spacious 3BR/2BA apartment in Arlington. Rent: $1,100/mo. swimming pool. Utilities not included. Call for a tour.",Rent – Apartment
"Spacious StudioBR/2BA apartment in Richardson. Rent: $1,250/mo. central A/C. Utilities not included. Call for a tour.",Rent – Apartment
"2BD/2BA unit in Deep Ellum complex. $1,650/mo. Amenities: pet friendly, hardwood floors. Renters insurance required.",Rent – Apartment
"Studio/1BR for rent in Addison. Great location, $1,650/mo. stainless steel appliances, gated community. Available immediately.",Rent – Apartment
"Studio/1BR for rent in Addison. Great location, $1,250/mo. balcony, swimming pool. Available immediately.",Rent – Apartment
"Nice 3BR apartment in Deep Ellum. $950. Features: updated kitchen, stainless steel appliances. 6-month lease, deposit required.",Rent – Apartment
"Studio-bedroom apartment available in Garland. $1,400/month includes not included. balcony. No pets policy.",Rent – Apartment
Spacious StudioBR/1BA apartment in Arlington. Rent: $950/mo. covered parking. Utilities all utilities. Call for a tour.,Rent – Apartment
Modern apartment available in Irving. Features include walk-in closet and balcony. Ideal for tenants seeking a comfortable home.,Rent – Apartment
"3 bedroom apartment for rent in Richardson. $1,650/month. walk-in closet and gated community included. Available 1st of next month.",Rent – Apartment
"Spacious StudioBR/2BA apartment in Arlington. Rent: $1,900/mo. covered parking. Utilities not included. Call for a tour.",Rent – Apartment
Apartment available for occupancy in Deep Ellum. Includes stainless steel appliances and covered parking. 6-month lease options available.,Rent – Apartment
"3-bedroom apartment available in Denton. $1,650/month includes all utilities. pet friendly. No pets policy.",Rent – Apartment
"Nice 3BR apartment in Denton. $1,900. Features: stainless steel appliances, 24-hr security. 12-month lease, deposit required.",Rent – Apartment
"Nice 2BR apartment in Oak Cliff. $1,250. Features: gated community, dishwasher. 6-month lease, deposit required.",Rent – Apartment
"Spacious 3BR/2BA apartment in Denton. Rent: $1,650/mo. walk-in closet. Utilities water and trash. Call for a tour.",Rent – Apartment
Apartment available for occupancy in Addison. Includes updated kitchen and gated community. 6-month lease options available.,Rent – Apartment
Modern apartment available in Addison. Features include balcony and gym access. Ideal for tenants seeking a comfortable home.,Rent – Apartment
"Studio bedroom apartment for rent in Arlington. $1,250/month. covered parking and stainless steel appliances included. Available in 2 weeks.",Rent – Apartment
2-bedroom apartment available in Oak Cliff. balcony and hardwood floors. Available 1st of next month.,Rent – Apartment
3-bedroom apartment available in Richardson. central A/C and swimming pool. Available in 2 weeks.,Rent – Apartment
Ground-floor apartment with central A/C and dishwasher. Suitable for families and available 30 days notice.,Rent – Apartment
"Spacious StudioBR/2BA apartment in Denton. Rent: $1,400/mo. updated kitchen. Utilities water and trash. Call for a tour.",Rent – Apartment
"Furnished 3-bedroom apartment for rent. Deep Ellum area. $950/month, utilities included. gym access.",Rent – Apartment
Loft-style apartment available in Uptown Dallas with stainless steel appliances and updated kitchen.,Rent – Apartment
"Studio/1BR for rent in Irving. Great location, $1,650/mo. stainless steel appliances, gated community. Available immediately.",Rent – Apartment
"1 bedroom apartment for rent in Denton. $1,900/month. in-unit washer/dryer and stainless steel appliances included. Available 1st of next month.",Rent – Apartment
Modern apartment available in Lewisville. Features include balcony and gym access. Ideal for tenants seeking a comfortable home.,Rent – Apartment
"For rent: 1 bed apartment, $1,400/month. Garland location. gated community and balcony. Lease term: 6-month.",Rent – Apartment
